Time;Step;Training Loss;Validation Loss;Full Validation Loss
19:58:29;1606;0,4201;-;-
19:58:27;1605;0,3082;-;-
19:58:25;1604;0,1216;-;-
19:58:23;1603;0,1801;-;-
19:58:23;1602;0,225;-;-
19:58:21;1601;0,4515;-;-
19:58:19;1600;0,2528;0,6345;-
19:58:17;1599;0,3788;-;-
19:58:15;1598;0,3738;-;-
19:58:15;1597;0,3333;-;-
19:58:13;1596;0,4731;-;-
19:58:10;1595;0,3566;-;-
19:58:08;1594;0,421;-;-
19:58:08;1593;0,3757;-;-
19:58:06;1592;0,3445;-;-
19:58:04;1591;0,2021;-;-
19:58:02;1590;0,2584;-;-
19:58:02;1589;0,3251;-;-
19:58:00;1588;0,3645;-;-
19:57:58;1587;0,1897;-;-
19:57:56;1586;0,3616;-;-
19:57:56;1585;0,3957;-;-
19:57:54;1584;0,4009;-;0,3472
19:57:46;1583;0,4243;-;-
19:57:44;1582;0,5793;-;-
19:57:44;1581;0,2408;-;-
19:57:42;1580;0,3731;-;-
19:57:40;1579;0,4173;-;-
19:57:38;1578;0,3881;-;-
19:57:38;1577;0,245;-;-
19:57:36;1576;0,2094;-;-
19:57:34;1575;0,5946;-;-
19:57:32;1574;0,3037;-;-
19:57:32;1573;0,449;-;-
19:57:30;1572;0,2709;-;-
19:57:28;1571;0,3693;-;-
19:57:26;1570;0,311;-;-
19:57:26;1569;0,3643;-;-
19:57:24;1568;0,3868;-;-
19:57:22;1567;0,2406;-;-
19:57:20;1566;0,5242;-;-
19:57:20;1565;0,4834;-;-
19:57:18;1564;0,3372;-;-
19:57:16;1563;0,6962;-;-
19:57:14;1562;0,3936;-;-
19:57:14;1561;0,4626;-;-
19:57:12;1560;0,1777;-;-
19:57:10;1559;0,2108;-;-
19:57:08;1558;0,4269;-;-
19:57:08;1557;0,4706;-;-
19:57:06;1556;0,2572;-;-
19:57:04;1555;0,1818;-;-
19:57:02;1554;0,3662;-;-
19:57:02;1553;0,5292;-;-
19:57:00;1552;0,3499;-;-
19:56:58;1551;0,422;-;-
19:56:56;1550;0,249;-;-
19:56:54;1549;0,3688;-;-
19:56:54;1548;0,4946;-;-
19:56:52;1547;0,5667;-;-
19:56:50;1546;0,1523;-;-
19:56:48;1545;0,2134;-;-
19:56:48;1544;0,4095;-;-
19:56:46;1543;0,4618;-;-
19:56:44;1542;0,1721;-;-
19:56:42;1541;0,433;-;-
19:56:42;1540;0,7116;-;-
19:56:40;1539;0,2338;-;-
19:56:38;1538;0,4834;-;-
19:56:36;1537;0,1429;-;-
19:56:36;1536;0,3468;-;-
19:56:34;1535;0,4323;-;-
19:56:32;1534;0,3382;-;-
19:56:30;1533;0,5112;-;-
19:56:30;1532;0,6482;-;-
19:56:28;1531;0,1511;-;-
19:56:26;1530;0,2506;-;-
19:56:26;1529;0,3442;-;-
19:56:23;1528;0,25;-;-
19:56:21;1527;1,0352;-;-
19:56:19;1526;0,5047;-;-
19:56:19;1525;0,6023;-;-
19:56:17;1524;0,3012;-;-
19:56:15;1523;0,7583;-;-
19:56:13;1522;0,3439;-;-
19:56:13;1521;0,4371;-;-
19:56:11;1520;0,4666;-;-
19:56:09;1519;0,1631;-;-
19:56:07;1518;0,4993;-;-
19:56:07;1517;0,3739;-;-
19:56:05;1516;0,4056;-;-
19:56:03;1515;0,4542;-;-
19:56:01;1514;0,5458;-;-
19:56:01;1513;0,2859;-;-
19:55:59;1512;0,3413;-;-
19:55:57;1511;0,2076;-;-
19:55:55;1510;0,4276;-;-
19:55:55;1509;0,3433;-;-
19:55:53;1508;0,3757;-;-
19:55:51;1507;0,4649;-;-
19:55:49;1506;0,6392;-;-
19:55:49;1505;0,3826;-;-
19:55:47;1504;0,7201;-;-
19:55:45;1503;0,5453;-;-
19:55:43;1502;0,4901;-;-
19:55:43;1501;0,3619;-;-
19:55:41;1500;0,3985;0,5773;-
19:55:39;1499;0,3088;-;-
19:55:37;1498;0,285;-;-
19:55:35;1497;0,3263;-;-
19:55:35;1496;0,3519;-;-
19:55:33;1495;0,6153;-;-
19:55:31;1494;0,4232;-;-
19:55:29;1493;0,4319;-;-
19:55:29;1492;0,3981;-;-
19:55:27;1491;0,4248;-;-
19:55:25;1490;0,1579;-;-
19:55:23;1489;0,4591;-;-
19:55:23;1488;0,2494;-;-
19:55:21;1487;0,3713;-;-
19:55:19;1486;0,2838;-;-
19:55:17;1485;0,2479;-;-
19:55:17;1484;0,5907;-;-
19:55:15;1483;0,2518;-;-
19:55:13;1482;0,2849;-;-
19:55:11;1481;0,4069;-;-
19:55:11;1480;0,7936;-;-
19:55:09;1479;0,1848;-;-
19:55:07;1478;0,2782;-;-
19:55:05;1477;0,4309;-;-
19:55:05;1476;0,368;-;-
19:55:03;1475;0,4655;-;-
19:55:01;1474;0,2623;-;-
19:54:59;1473;0,4465;-;-
19:54:59;1472;0,2753;-;-
19:54:57;1471;0,3405;-;-
19:54:55;1470;0,4517;-;-
19:54:53;1469;0,3873;-;-
19:54:53;1468;0,2955;-;-
19:54:51;1467;0,3144;-;-
19:54:49;1466;0,4779;-;-
19:54:49;1465;0,4068;-;-
19:54:47;1464;0,3536;-;-
19:54:45;1463;0,4446;-;-
19:54:43;1462;0,3676;-;-
19:54:43;1461;0,291;-;-
19:54:41;1460;0,422;-;-
19:54:39;1459;0,4089;-;-
19:54:37;1458;0,222;-;-
19:54:37;1457;0,6262;-;-
19:54:35;1456;0,2099;-;-
19:54:32;1455;0,2884;-;-
19:54:30;1454;0,1978;-;-
19:54:30;1453;0,4946;-;-
19:54:28;1452;0,7078;-;-
19:54:26;1451;0,4144;-;-
19:54:24;1450;0,3762;-;-
19:54:24;1449;0,2928;-;-
19:54:22;1448;0,6016;-;-
19:54:20;1447;0,3135;-;-
19:54:18;1446;0,1977;-;-
19:54:18;1445;0,1848;-;-
19:54:16;1444;0,2022;-;-
19:54:14;1443;0,2771;-;-
19:54:12;1442;0,463;-;-
19:54:12;1441;0,4312;-;-
19:54:10;1440;0,3467;-;-
19:54:08;1439;0,2723;-;-
19:54:06;1438;0,2323;-;-
19:54:06;1437;0,2565;-;-
19:54:04;1436;0,2572;-;-
19:54:02;1435;0,6341;-;-
19:54:00;1434;0,1201;-;-
19:54:00;1433;0,3395;-;-
19:53:58;1432;0,4565;-;-
19:53:56;1431;0,3813;-;-
19:53:54;1430;0,4496;-;-
19:53:54;1429;0,2594;-;-
19:53:52;1428;0,3197;-;-
19:53:50;1427;0,3753;-;-
19:53:48;1426;0,5468;-;-
19:53:48;1425;0,5245;-;-
19:53:46;1424;0,2723;-;-
19:53:44;1423;0,4869;-;-
19:53:42;1422;0,3358;-;-
19:53:42;1421;0,4657;-;-
19:53:40;1420;0,3027;-;-
19:53:38;1419;0,597;-;-
19:53:36;1418;0,3565;-;-
19:53:36;1417;0,2824;-;-
19:53:34;1416;0,2832;-;-
19:53:32;1415;0,1983;-;-
19:53:30;1414;0,6473;-;-
19:53:30;1413;0,3591;-;-
19:53:28;1412;0,521;-;-
19:53:26;1411;0,3579;-;-
19:53:24;1410;0,6721;-;-
19:53:24;1409;0,4873;-;-
19:53:22;1408;0,3485;-;-
19:53:20;1407;0,2322;-;-
19:53:18;1406;0,2877;-;-
19:53:18;1405;0,4109;-;-
19:53:16;1404;0,3961;-;-
19:53:14;1403;0,4054;-;-
19:53:12;1402;0,2361;-;-
19:53:12;1401;0,2868;-;-
19:53:10;1400;0,2379;0,4326;-
19:53:08;1399;0,4721;-;-
19:53:06;1398;0,2233;-;-
19:53:04;1397;0,2815;-;-
19:53:04;1396;0,3332;-;-
19:53:02;1395;0,1734;-;-
19:53:00;1394;0,35;-;-
19:53:00;1393;0,4016;-;-
19:52:58;1392;1,3557;-;-
19:52:56;1391;0,4161;-;-
19:52:54;1390;0,3271;-;-
19:52:52;1389;0,3868;-;-
19:52:52;1388;0,206;-;-
19:52:50;1387;0,3493;-;-
19:52:48;1386;0,3719;-;-
19:52:48;1385;0,3167;-;-
19:52:46;1384;0,1621;-;-
19:52:44;1383;0,2572;-;-
19:52:42;1382;0,1449;-;-
19:52:42;1381;0,2974;-;-
19:52:40;1380;0,3306;-;-
19:52:38;1379;0,2912;-;-
19:52:36;1378;0,1935;-;-
19:52:36;1377;0,2893;-;-
19:52:34;1376;0,3561;-;-
19:52:31;1375;0,2075;-;-
19:52:29;1374;0,4967;-;-
19:52:29;1373;0,4311;-;-
19:52:27;1372;0,0963;-;-
19:52:25;1371;0,2446;-;-
19:52:23;1370;0,7788;-;-
19:52:23;1369;0,5152;-;-
19:52:21;1368;0,2338;-;-
19:52:19;1367;0,3398;-;-
19:52:17;1366;0,8708;-;-
19:52:17;1365;0,432;-;-
19:52:15;1364;0,2992;-;-
19:52:13;1363;0,2497;-;-
19:52:11;1362;0,1611;-;-
19:52:11;1361;0,3833;-;-
19:52:09;1360;0,2362;-;-
19:52:07;1359;0,1635;-;-
19:52:05;1358;0,3801;-;-
19:52:05;1357;0,3239;-;-
19:52:03;1356;0,167;-;-
19:52:01;1355;0,3955;-;-
19:51:59;1354;0,4398;-;-
19:51:59;1353;0,1921;-;-
19:51:57;1352;0,5542;-;-
19:51:55;1351;0,4823;-;-
19:51:53;1350;0,1641;-;-
19:51:53;1349;0,2324;-;-
19:51:51;1348;0,1775;-;-
19:51:49;1347;0,3845;-;-
19:51:47;1346;0,3904;-;-
19:51:47;1345;0,2931;-;-
19:51:45;1344;0,5383;-;-
19:51:43;1343;0,2066;-;-
19:51:41;1342;0,3208;-;-
19:51:41;1341;0,4065;-;-
19:51:39;1340;0,3739;-;-
19:51:37;1339;0,168;-;-
19:51:35;1338;0,327;-;-
19:51:35;1337;0,2444;-;-
19:51:33;1336;0,3514;-;-
19:51:31;1335;0,3199;-;-
19:51:29;1334;0,2877;-;-
19:51:29;1333;0,5625;-;-
19:51:27;1332;0,4175;-;-
19:51:25;1331;0,3286;-;-
19:51:23;1330;0,4724;-;-
19:51:23;1329;0,2711;-;-
19:51:21;1328;0,6305;-;-
19:51:19;1327;0,41;-;-
19:51:17;1326;0,687;-;-
19:51:17;1325;0,334;-;-
19:51:15;1324;0,4718;-;-
19:51:13;1323;0,2262;-;-
19:51:13;1322;0,3548;-;-
19:51:11;1321;0,4001;-;-
19:51:09;1320;0,219;-;-
19:51:07;1319;0,523;-;-
19:51:07;1318;0,2257;-;-
19:51:05;1317;0,4484;-;-
19:51:03;1316;0,6059;-;-
19:51:01;1315;0,3523;-;-
19:51:01;1314;0,4183;-;-
19:50:59;1313;0,3903;-;-
19:50:57;1312;0,5348;-;-
19:50:55;1311;0,2445;-;-
19:50:55;1310;0,1806;-;-
19:50:53;1309;0,7601;-;-
19:50:51;1308;0,2205;-;-
19:50:49;1307;0,3105;-;-
19:50:49;1306;0,2046;-;-
19:50:47;1305;0,2976;-;-
19:50:45;1304;0,3716;-;-
19:50:43;1303;0,1885;-;-
19:50:43;1302;0,4039;-;-
19:50:41;1301;0,2112;-;-
19:50:39;1300;0,2238;0,454;-
19:50:36;1299;0,4347;-;-
19:50:34;1298;0,6614;-;-
19:50:34;1297;0,4634;-;-
19:50:32;1296;0,4597;-;-
19:50:30;1295;0,1933;-;-
19:50:28;1294;0,5089;-;-
19:50:28;1293;0,5132;-;-
19:50:26;1292;0,6897;-;-
19:50:24;1291;0,3077;-;-
19:50:22;1290;0,5031;-;-
19:50:22;1289;0,4042;-;-
19:50:20;1288;0,4336;-;-
19:50:18;1287;0,671;-;-
19:50:16;1286;0,3209;-;-
19:50:16;1285;0,2507;-;-
19:50:14;1284;0,3589;-;-
19:50:12;1283;0,4794;-;-
19:50:10;1282;0,4108;-;-
19:50:10;1281;0,5365;-;-
19:50:08;1280;0,2258;-;-
19:50:06;1279;0,4138;-;-
19:50:04;1278;0,301;-;-
19:50:04;1277;0,292;-;-
19:50:02;1276;0,3618;-;-
19:50:00;1275;0,3398;-;-
19:49:58;1274;0,3909;-;-
19:49:58;1273;0,3963;-;-
19:49:56;1272;0,5413;-;-
19:49:54;1271;0,52;-;-
19:49:52;1270;0,1554;-;-
19:49:52;1269;0,5383;-;-
19:49:50;1268;0,1104;-;-
19:49:48;1267;0,4948;-;-
19:49:46;1266;0,4455;-;-
19:49:46;1265;0,6893;-;-
19:49:44;1264;0,3657;-;-
19:49:42;1263;0,3238;-;-
19:49:40;1262;0,484;-;-
19:49:40;1261;0,4378;-;-
19:49:38;1260;0,2545;-;-
19:49:36;1259;0,146;-;-
19:49:34;1258;0,343;-;-
19:49:32;1257;0,2668;-;-
19:49:32;1256;0,3855;-;-
19:49:30;1255;0,2159;-;-
19:49:28;1254;0,4288;-;-
19:49:26;1253;0,1897;-;-
19:49:26;1252;0,552;-;-
19:49:24;1251;0,424;-;-
19:49:22;1250;0,521;-;-
19:49:20;1249;0,3567;-;-
19:49:20;1248;0,2279;-;-
19:49:18;1247;0,4051;-;-
19:49:16;1246;0,6619;-;-
19:49:14;1245;0,2649;-;-
19:49:14;1244;0,3935;-;-
19:49:12;1243;0,1451;-;-
19:49:10;1242;0,5229;-;-
19:49:08;1241;0,6095;-;-
19:49:08;1240;0,4816;-;-
19:49:06;1239;0,5695;-;-
19:49:04;1238;0,4885;-;-
19:49:02;1237;0,4944;-;-
19:49:02;1236;0,5189;-;-
19:49:00;1235;0,4819;-;-
19:48:58;1234;0,1853;-;-
19:48:56;1233;0,4941;-;-
19:48:56;1232;0,3542;-;-
19:48:54;1231;1,0028;-;-
19:48:52;1230;0,3911;-;-
19:48:50;1229;0,3528;-;-
19:48:50;1228;0,3458;-;-
19:48:48;1227;0,3425;-;-
19:48:46;1226;0,2562;-;-
19:48:43;1225;0,3524;-;-
19:48:43;1224;0,3551;-;-
19:48:41;1223;0,3046;-;-
19:48:39;1222;0,607;-;-
19:48:37;1221;0,5157;-;-
19:48:37;1220;0,4023;-;-
19:48:35;1219;0,2315;-;-
19:48:33;1218;0,5333;-;-
19:48:31;1217;0,3546;-;-
19:48:31;1216;0,1269;-;-
19:48:29;1215;0,4197;-;-
19:48:27;1214;0,3832;-;-
19:48:25;1213;0,1794;-;-
19:48:25;1212;0,3236;-;-
19:48:23;1211;0,4839;-;-
19:48:21;1210;0,3971;-;-
19:48:19;1209;0,4896;-;-
19:48:19;1208;0,3852;-;-
19:48:17;1207;0,3833;-;-
19:48:15;1206;0,2317;-;-
19:48:13;1205;0,3138;-;-
19:48:13;1204;0,4466;-;-
19:48:11;1203;0,4707;-;-
19:48:09;1202;0,6485;-;-
19:48:07;1201;0,3364;-;-
19:48:07;1200;0,3083;0,5705;-
19:48:05;1199;0,231;-;-
19:48:03;1198;0,3642;-;-
19:48:01;1197;0,2916;-;-
19:47:59;1196;0,3109;-;-
19:47:59;1195;0,2915;-;-
19:47:57;1194;0,2166;-;-
19:47:55;1193;0,3067;-;-
19:47:53;1192;0,4281;-;-
19:47:53;1191;0,2041;-;-
19:47:51;1190;0,612;-;-
19:47:49;1189;0,7235;-;-
19:47:47;1188;0,4116;-;-
19:47:47;1187;0,3576;-;-
19:47:45;1186;0,4195;-;-
19:47:43;1185;0,2687;-;-
19:47:41;1184;0,2801;-;-
19:47:41;1183;0,2079;-;-
19:47:39;1182;0,3038;-;-
19:47:37;1181;0,7291;-;-
19:47:35;1180;0,2837;-;-
19:47:35;1179;0,8071;-;-
19:47:33;1178;0,251;-;-
19:47:31;1177;0,3684;-;-
19:47:31;1176;0,4533;-;-
19:47:29;1175;0,3693;-;-
19:47:27;1174;0,3083;-;-
19:47:25;1173;0,3091;-;-
19:47:25;1172;0,3857;-;-
19:47:23;1171;0,4872;-;-
19:47:21;1170;0,2434;-;-
19:47:19;1169;0,3306;-;-
19:47:19;1168;0,1593;-;-
19:47:17;1167;0,3211;-;-
19:47:15;1166;0,6976;-;-
19:47:13;1165;0,4169;-;-
19:47:13;1164;0,387;-;-
19:46:57;1163;0,4251;-;-
19:46:55;1162;0,4232;-;-
19:46:55;1161;0,2466;-;-
19:46:53;1160;0,5384;-;-
19:46:51;1159;0,4725;-;-
19:46:49;1158;0,2426;-;-
19:46:49;1157;0,2474;-;-
19:46:47;1156;0,4352;-;-
19:46:45;1155;0,3546;-;-
19:46:43;1154;0,1888;-;-
19:46:43;1153;0,3528;-;-
19:46:40;1152;0,4313;-;-
19:46:38;1151;0,6029;-;-
19:46:36;1150;0,3355;-;-
19:46:36;1149;0,4255;-;-
19:46:34;1148;0,3867;-;-
19:46:32;1147;0,3344;-;-
19:46:30;1146;0,4854;-;-
19:46:30;1145;0,4038;-;-
19:46:28;1144;0,322;-;-
19:46:26;1143;0,3179;-;-
19:46:26;1142;0,4108;-;-
19:46:24;1141;0,3993;-;-
19:46:22;1140;0,4245;-;-
19:46:20;1139;0,3461;-;-
19:46:18;1138;0,7616;-;-
19:46:18;1137;0,6223;-;-
19:46:16;1136;0,3089;-;-
19:46:14;1135;0,316;-;-
19:46:14;1134;0,3748;-;-
19:46:12;1133;0,3994;-;-
19:46:10;1132;0,2733;-;-
19:46:08;1131;0,4773;-;-
19:46:06;1130;0,4359;-;-
19:46:06;1129;0,4106;-;-
19:46:04;1128;0,5653;-;-
19:46:02;1127;0,3528;-;-
19:46:02;1126;0,525;-;-
19:46:00;1125;0,47;-;-
19:45:58;1124;0,3678;-;-
19:45:56;1123;0,3999;-;-
19:45:56;1122;0,1867;-;-
19:45:54;1121;0,5252;-;-
19:45:52;1120;0,4934;-;-
19:45:50;1119;0,4009;-;-
19:45:48;1118;0,3787;-;-
19:45:48;1117;0,2715;-;-
19:45:46;1116;0,4205;-;-
19:45:44;1115;0,3564;-;-
19:45:42;1114;0,3525;-;-
19:45:42;1113;0,261;-;-
19:45:40;1112;0,4845;-;-
19:45:38;1111;0,644;-;-
19:45:36;1110;0,4805;-;-
19:45:36;1109;0,5875;-;-
19:45:34;1108;0,6155;-;-
19:45:32;1107;0,3435;-;-
19:45:30;1106;0,4198;-;-
19:45:30;1105;0,3975;-;-
19:45:28;1104;0,1812;-;-
19:45:26;1103;0,3109;-;-
19:45:24;1102;0,3252;-;-
19:45:24;1101;0,3898;-;-
19:45:22;1100;0,5166;0,4128;-
19:45:20;1099;0,3504;-;-
19:45:18;1098;0,2283;-;-
19:45:16;1097;0,3118;-;-
19:45:16;1096;0,4204;-;-
19:45:14;1095;1,1128;-;-
19:45:12;1094;0,3562;-;-
19:45:10;1093;0,4468;-;-
19:45:10;1092;0,3223;-;-
19:45:08;1091;0,2345;-;-
19:45:06;1090;0,5309;-;-
19:45:04;1089;0,4201;-;-
19:45:04;1088;0,2617;-;-
19:45:02;1087;0,3631;-;-
19:45:00;1086;0,3406;-;-
19:44:58;1085;0,187;-;-
19:44:58;1084;0,3402;-;-
19:44:56;1083;0,6283;-;-
19:44:54;1082;0,185;-;-
19:44:52;1081;0,3548;-;-
19:44:52;1080;0,3781;-;-
19:44:50;1079;0,3856;-;-
19:44:48;1078;0,5931;-;-
19:44:46;1077;0,9748;-;-
19:44:44;1076;0,2309;-;-
19:44:44;1075;0,3526;-;-
19:44:41;1074;0,4925;-;-
19:44:39;1073;0,1983;-;-
19:44:37;1072;0,3897;-;-
19:44:37;1071;0,1428;-;-
19:44:35;1070;0,619;-;-
19:44:33;1069;0,157;-;-
19:44:31;1068;0,2926;-;-
19:44:31;1067;0,4526;-;-
19:44:29;1066;0,2055;-;-
19:44:27;1065;0,2832;-;-
19:44:25;1064;0,2001;-;-
19:44:25;1063;0,5446;-;-
19:44:23;1062;0,4602;-;-
19:44:21;1061;0,4431;-;-
19:44:19;1060;0,3023;-;-
19:44:19;1059;0,2044;-;-
19:44:17;1058;0,5021;-;-
19:44:15;1057;0,6006;-;-
19:44:13;1056;0,6233;-;-
19:44:13;1055;0,3999;-;-
19:44:11;1054;0,5349;-;-
19:44:09;1053;0,1562;-;-
19:44:07;1052;0,399;-;-
19:44:07;1051;0,3437;-;-
19:44:05;1050;0,2835;-;-
19:44:03;1049;0,4678;-;-
19:44:01;1048;0,5493;-;-
19:44:01;1047;0,2434;-;-
19:43:59;1046;0,5668;-;-
19:43:57;1045;0,518;-;-
19:43:55;1044;0,2888;-;-
19:43:55;1043;0,5587;-;-
19:43:53;1042;0,2132;-;-
19:43:51;1041;0,2178;-;-
19:43:49;1040;0,4736;-;-
19:43:49;1039;1,5024;-;-
19:43:47;1038;0,5706;-;-
19:43:45;1037;0,1278;-;-
19:43:43;1036;0,3433;-;-
19:43:43;1035;0,6754;-;-
19:43:41;1034;0,4709;-;-
19:43:39;1033;0,2763;-;-
19:43:37;1032;0,2263;-;-
19:43:37;1031;0,2699;-;-
19:43:35;1030;0,4569;-;-
19:43:33;1029;0,3844;-;-
19:43:31;1028;0,3225;-;-
19:43:31;1027;0,2027;-;-
19:43:29;1026;0,2629;-;-
19:43:27;1025;0,7635;-;-
19:43:25;1024;0,4781;-;-
19:43:25;1023;0,4837;-;-
19:43:23;1022;0,3454;-;-
19:43:21;1021;0,2929;-;-
19:43:19;1020;0,4998;-;-
19:43:19;1019;0,2918;-;-
19:43:17;1018;0,443;-;-
19:43:15;1017;0,4928;-;-
19:43:13;1016;0,6059;-;-
19:43:13;1015;0,4398;-;-
19:43:11;1014;0,4666;-;-
19:43:09;1013;0,5313;-;-
19:43:07;1012;0,565;-;-
19:43:07;1011;0,7374;-;-
19:43:05;1010;0,5705;-;-
19:43:03;1009;0,4416;-;-
19:43:01;1008;0,3723;-;-
19:43:01;1007;0,3794;-;-
19:42:59;1006;0,4171;-;-
19:42:57;1005;0,3407;-;-
19:42:55;1004;0,2486;-;-
19:42:55;1003;0,4355;-;-
19:42:53;1002;0,3609;-;-
19:42:51;1001;0,3367;-;-
19:42:49;1000;0,5309;0,6366;-
19:42:49;999;0,2197;-;-
19:42:46;998;0,3128;-;-
19:42:44;997;0,203;-;-
19:42:42;996;0,4243;-;-
19:42:40;995;0,4478;-;-
19:42:40;994;0,3867;-;-
19:42:38;993;0,5149;-;-
19:42:36;992;0,4216;-;-
19:42:34;991;0,3125;-;-
19:42:34;990;0,5046;-;-
19:42:32;989;0,5821;-;-
19:42:30;988;0,2657;-;-
19:42:28;987;0,2278;-;-
19:42:28;986;0,2712;-;-
19:42:26;985;0,3182;-;-
19:42:24;984;0,414;-;-
19:42:22;983;0,4811;-;-
19:42:20;982;0,3321;-;-
19:42:20;981;0,2238;-;-
19:42:18;980;0,2737;-;-
19:42:16;979;0,5187;-;-
19:42:14;978;0,4303;-;-
19:42:14;977;0,2038;-;-
19:42:12;976;0,2102;-;-
19:42:10;975;0,1755;-;-
19:42:08;974;0,3083;-;-
19:42:08;973;0,548;-;-
19:42:06;972;0,3467;-;-
19:42:04;971;0,801;-;-
19:42:02;970;0,6447;-;-
19:42:02;969;0,2668;-;-
19:42:00;968;0,1763;-;-
19:41:58;967;0,4252;-;-
19:41:56;966;0,3348;-;-
19:41:56;965;0,4563;-;-
19:41:54;964;0,3507;-;-
19:41:52;963;0,4198;-;-
19:41:50;962;0,6355;-;-
19:41:50;961;0,8596;-;-
19:41:48;960;0,1906;-;-
19:41:46;959;0,4912;-;-
19:41:44;958;0,2069;-;-
19:41:44;957;0,2744;-;-
19:41:42;956;0,5587;-;-
19:41:40;955;0,5674;-;-
19:41:38;954;0,4752;-;-
19:41:38;953;0,3795;-;-
19:41:36;952;0,2204;-;-
19:41:34;951;0,5841;-;-
19:41:32;950;0,5499;-;-
19:41:32;949;0,2187;-;-
19:41:30;948;0,1616;-;-
19:41:28;947;0,5286;-;-
19:41:26;946;0,1464;-;-
19:41:26;945;0,2882;-;-
19:41:24;944;0,2657;-;-
19:41:22;943;0,7756;-;-
19:41:20;942;0,3849;-;-
19:41:20;941;0,3953;-;-
19:41:18;940;0,8572;-;-
19:41:16;939;0,4619;-;-
19:41:14;938;0,2954;-;-
19:41:14;937;0,4039;-;-
19:41:12;936;0,3355;-;-
19:41:10;935;0,234;-;-
19:41:08;934;0,2889;-;-
19:41:08;933;0,4072;-;-
19:41:06;932;0,3224;-;-
19:41:04;931;0,5765;-;-
19:41:02;930;0,3078;-;-
19:41:02;929;0,4343;-;-
19:41:00;928;0,1932;-;-
19:40:58;927;0,2885;-;-
19:40:56;926;0,3138;-;-
19:40:56;925;0,462;-;-
19:40:54;924;0,4325;-;-
19:40:52;923;0,5914;-;-
19:40:49;922;0,2619;-;-
19:40:49;921;0,3288;-;-
19:40:47;920;0,2701;-;-
19:40:45;919;0,2848;-;-
19:40:43;918;0,3077;-;-
19:40:43;917;0,6646;-;-
19:40:41;916;0,3664;-;-
19:40:39;915;0,2453;-;-
19:40:37;914;0,3986;-;-
19:40:37;913;0,4932;-;-
19:40:35;912;0,2921;-;-
19:40:33;911;0,3295;-;-
19:40:31;910;0,1861;-;-
19:40:31;909;0,366;-;-
19:40:29;908;0,2354;-;-
19:40:27;907;0,7362;-;-
19:40:25;906;0,318;-;-
19:40:25;905;0,2841;-;-
19:40:23;904;0,3311;-;-
19:40:21;903;0,596;-;-
19:40:19;902;0,5098;-;-
19:40:19;901;0,3215;-;-
19:40:17;900;0,3593;0,3828;-
19:40:15;899;0,1377;-;-
19:40:13;898;0,4379;-;-
19:40:11;897;0,3573;-;-
19:40:11;896;0,52;-;-
19:40:09;895;0,2975;-;-
19:40:07;894;0,2946;-;-
19:40:05;893;0,6277;-;-
19:40:05;892;0,4879;-;-
19:40:03;891;0,4979;-;-
19:40:01;890;0,4675;-;-
19:39:59;889;0,5763;-;-
19:39:59;888;0,4541;-;-
19:39:57;887;0,2045;-;-
19:39:55;886;0,249;-;-
19:39:53;885;0,1747;-;-
19:39:53;884;0,2392;-;-
19:39:51;883;0,5421;-;-
19:39:49;882;0,3394;-;-
19:39:47;881;0,1889;-;-
19:39:47;880;0,2985;-;-
19:39:45;879;0,2087;-;-
19:39:43;878;0,4002;-;-
19:39:41;877;0,4803;-;-
19:39:41;876;0,3628;-;-
19:39:39;875;0,3582;-;-
19:39:37;874;0,2453;-;-
19:39:35;873;0,3977;-;-
19:39:35;872;0,3377;-;-
19:39:33;871;0,1594;-;-
19:39:31;870;0,362;-;-
19:39:29;869;0,1398;-;-
19:39:29;868;0,2252;-;-
19:39:27;867;0,2905;-;-
19:39:25;866;0,4771;-;-
19:39:23;865;0,5495;-;-
19:39:23;864;0,2547;-;-
19:39:21;863;0,1545;-;-
19:39:19;862;0,3061;-;-
19:39:17;861;0,3841;-;-
19:39:17;860;0,3977;-;-
19:39:15;859;0,2844;-;-
19:39:13;858;0,6061;-;-
19:39:11;857;0,4098;-;-
19:39:11;856;0,3914;-;-
19:39:09;855;0,3562;-;-
19:39:07;854;0,2182;-;-
19:39:05;853;0,3933;-;-
19:39:05;852;0,3126;-;-
19:39:03;851;0,1868;-;-
19:39:01;850;0,3385;-;-
19:38:59;849;0,4771;-;-
19:38:59;848;0,4021;-;-
19:38:57;847;0,3789;-;-
19:38:55;846;0,4963;-;-
19:38:53;845;0,4534;-;-
19:38:52;844;0,5906;-;-
19:38:50;843;0,3764;-;-
19:38:48;842;0,2515;-;-
19:38:46;841;0,3142;-;-
19:38:46;840;0,2824;-;-
19:38:44;839;0,5803;-;-
19:38:42;838;0,4758;-;-
19:38:40;837;0,2336;-;-
19:38:40;836;0,2293;-;-
19:38:38;835;0,3982;-;-
19:38:36;834;0,4675;-;-
19:38:34;833;0,3368;-;-
19:38:34;832;0,474;-;-
19:38:32;831;0,3948;-;-
19:38:30;830;0,244;-;-
19:38:28;829;0,3099;-;-
19:38:28;828;0,4359;-;-
19:38:26;827;0,3407;-;-
19:38:24;826;0,239;-;-
19:38:22;825;1,084;-;-
19:38:22;824;0,6172;-;-
19:38:20;823;0,402;-;-
19:38:18;822;0,5099;-;-
19:38:18;821;0,2812;-;-
19:38:16;820;0,2972;-;-
19:38:14;819;0,2534;-;-
19:38:12;818;0,3732;-;-
